symbol,status,type,distance_pct,trend,ltp,virgin_level,pivot,tc,bc,width_pct,width_percentile,narrow_threshold_pct,days_virgin,source_date,session_date,is_virgin,is_narrow,narrow_percentile_used,scanned_at
RHIM,363.6,V+N,1.1,above,367.6,363.6,363.6,363.6,363.6,0.0,0.0,0.028,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
SARDAEN,497.33,V+N,2.02,above,507.4,497.33,497.32,497.33,497.3,0.007,1.4,0.027,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
SAREGAMA,486.6,V+N,3.58,above,504.0,486.6,486.58,486.6,486.57,0.007,1.4,0.046,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
TORNTPHARM,4812.75,V+N,1.44,above,4882.0,4812.75,4812.67,4812.75,4812.58,0.003,1.4,0.023,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
EIDPARRY,702.98,V+N,-0.53,below,699.25,702.98,703.02,703.06,702.98,0.012,1.6,0.027,1,2026-09-17,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
DATAPATTNS,4413.2,V+N,2.85,above,4539.0,4413.2,4412.5,4413.2,4411.8,0.032,2.5,0.073,1,2026-09-17,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
NAVINFLUOR,8222.5,V+N,2.99,above,8468.0,8222.5,8221.67,8222.5,8220.83,0.02,2.5,0.043,1,2026-09-17,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
POLYMED,1704.38,V+N,0.08,above,1705.8,1704.38,1704.17,1704.38,1703.95,0.025,2.5,0.045,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
ACC,1232.7,V+N,1.35,above,1249.4,1232.7,1232.63,1232.7,1232.57,0.011,2.7,0.028,1,2026-09-17,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
MOTILALOFS,976.85,V+N,2.85,above,1004.7,976.85,976.73,976.85,976.62,0.024,2.7,0.045,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
ANURAS,1178.23,V+N,2.31,above,1205.5,1178.23,1178.17,1178.23,1178.1,0.011,3.0,0.025,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
IGIL,314.89,V+N,6.96,above,336.8,314.89,314.88,314.89,314.88,0.005,3.3,0.026,1,2026-09-17,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
INDUSINDBK,958.12,V+N,0.81,above,965.9,958.12,958.03,958.12,957.95,0.017,3.3,0.026,1,2026-09-17,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
WELCORP,2461.55,V+N,5.87,above,2606.1,2461.55,2461.13,2461.55,2460.72,0.034,3.6,0.053,1,2026-09-17,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
ABB,6979.42,V+N,3.3,above,7210.0,6979.42,6978.83,6979.42,6978.25,0.017,4.1,0.028,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
BLS,226.71,V+N,0.62,above,228.1,226.71,226.67,226.71,226.63,0.031,4.1,0.032,1,2026-09-16,2026-09-18,True,True,5.0,2026-09-18T14:49:11+05:30
